name,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,audio_features,id,uri,track_href,analysis_url,duration_ms,time_signature
Let You Down,NF,0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,audio_features,,52okn5MNA47tk87PeZJLEL,spotify:track:52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/tracks/52okn5MNA47tk87PeZJLEL,https://api.spotify.com/v1/audio-analysis/52okn5MNA47tk87PeZJLEL,212120,4
Centuries,Fall Out Boy,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,audio_features,,04aAxqtGp5pv12UXAg4pkq,spotify:track:04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,228360,4
Johnny Fairplay,Long Boy,0.811,0.332,2,-10.134,1,0.0382,0.386,0,0.0855,0.831,167.991,audio_features,,4g4tpAxThKjVCqmtjj0HG3,spotify:track:4g4tpAxThKjVCqmtjj0HG3,https://api.spotify.com/v1/tracks/4g4tpAxThKjVCqmtjj0HG3,https://api.spotify.com/v1/audio-analysis/4g4tpAxThKjVCqmtjj0HG3,130714,3
Pompeii,Bastille,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,audio_features,,3gbBpTdY8lnQwqxNCcf795,spotify:track:3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/tracks/3gbBpTdY8lnQwqxNCcf795,https://api.spotify.com/v1/audio-analysis/3gbBpTdY8lnQwqxNCcf795,214148,4
"Hey, Soul Sister",Train,0.677,0.89,1,-4.448,0,0.0418,0.182,0,0.0826,0.764,97.012,audio_features,,24YvUQnuPL8gObCfSnAobH,spotify:track:24YvUQnuPL8gObCfSnAobH,https://api.spotify.com/v1/tracks/24YvUQnuPL8gObCfSnAobH,https://api.spotify.com/v1/audio-analysis/24YvUQnuPL8gObCfSnAobH,216773,4
All of Me,John Legend,0.422,0.264,8,-7.064,1,0.0322,0.922,0,0.132,0.331,119.93,audio_features,,3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/tracks/3U4isOIWM3VvDubwSI3y7a,https://api.spotify.com/v1/audio-analysis/3U4isOIWM3VvDubwSI3y7a,269560,4
Love Yourself,Justin Bieber,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,audio_features,,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4
My Match,M-flair,0.812,0.611,4,-7.147,1,0.0618,0.122,0,0.0775,0.298,105.021,audio_features,,2MmtWMNfqbC3neq2H8mwbX,spotify:track:2MmtWMNfqbC3neq2H8mwbX,https://api.spotify.com/v1/tracks/2MmtWMNfqbC3neq2H8mwbX,https://api.spotify.com/v1/audio-analysis/2MmtWMNfqbC3neq2H8mwbX,210658,4
Stitches,Shawn Mendes,0.746,0.754,1,-6.684,1,0.0676,0.0152,0,0.0486,0.746,149.882,audio_features,,3zkWCteF82vJwv0hRLba76,spotify:track:3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/tracks/3zkWCteF82vJwv0hRLba76,https://api.spotify.com/v1/audio-analysis/3zkWCteF82vJwv0hRLba76,206880,4
Sugar,Maroon 5,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493,4
Viva La Vida,Coldplay,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
Rude,MAGIC!,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,audio_features,,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
Sky Without Stars,Vella,0.755,0.83,5,-5.431,0,0.0374,0.0164,0,0.264,0.913,103.958,audio_features,,35XbLgqpK1zKoiDHSQRlq7,spotify:track:35XbLgqpK1zKoiDHSQRlq7,https://api.spotify.com/v1/tracks/35XbLgqpK1zKoiDHSQRlq7,https://api.spotify.com/v1/audio-analysis/35XbLgqpK1zKoiDHSQRlq7,209833,4
All About That Bass,Meghan Trainor,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,audio_features,,0ifSeVGUr7py5GggttDhXw,spotify:track:0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/audio-analysis/0ifSeVGUr7py5GggttDhXw,188754,4
Grenade,Bruno Mars,0.706,0.558,2,-7.237,0,0.0593,0.146,0,0.118,0.227,110.443,audio_features,,2tJulUYLDKOg9XrtVkMgcJ,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/tracks/2tJulUYLDKOg9XrtVkMgcJ,https://api.spotify.com/v1/audio-analysis/2tJulUYLDKOg9XrtVkMgcJ,223253,4
I'm Not The Only One,Sam Smith,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,audio_features,,0fioLzGM8ngbD1w6fMmm45,spotify:track:0fioLzGM8ngbD1w6fMmm45,https://api.spotify.com/v1/tracks/0fioLzGM8ngbD1w6fMmm45,https://api.spotify.com/v1/audio-analysis/0fioLzGM8ngbD1w6fMmm45,239317,4
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,,1Slwb6dOYkBlWal1PGtnNg,spotify:track:1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/tracks/1Slwb6dOYkBlWal1PGtnNg,https://api.spotify.com/v1/audio-analysis/1Slwb6dOYkBlWal1PGtnNg,281560,4
Shallow,Lady Gaga,0.572,0.385,7,-6.362,1,0.0308,0.371,0,0.231,0.323,95.799,audio_features,,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
1-800-273-8255,Logic,0.62,0.574,5,-7.788,0,0.0479,0.569,0,0.19,0.357,100.023,audio_features,,5tz69p7tJuGPeMGwNTxYuV,spotify:track:5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,250173,4
Save Your Tears,The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,audio_features,,5QO79kh1waicV47BqGRL3g,spotify:track:5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,https://api.spotify.com/v1/audio-analysis/5QO79kh1waicV47BqGRL3g,215627,4
